Transcript PK, Syllable PK, Sequence PK
ʃriː_gʊruː_sɪŋ_sɑːbə_gɜːdwɑːrə, ʊr, 3
ʃriː_gʊruː_sɪŋ_sɑːbə_gɜːdwɑːrə, ruː, 4
ʃriː_gʊruː_sɪŋ_sɑːbə_gɜːdwɑːrə, sɪ, 5
ʃriː_gʊruː_sɪŋ_sɑːbə_gɜːdwɑːrə, ɪŋ, 6
ʃriː_gʊruː_sɪŋ_sɑːbə_gɜːdwɑːrə, sɑː, 7
ʃriː_gʊruː_sɪŋ_sɑːbə_gɜːdwɑːrə, bə, 8
ʃriː_gʊruː_sɪŋ_sɑːbə_gɜːdwɑːrə, gɜː, 9
ʃriː_gʊruː_sɪŋ_sɑːbə_gɜːdwɑːrə, ɜːd, 10
ʃriː_gʊruː_sɪŋ_sɑːbə_gɜːdwɑːrə, wɑː, 11
ʃriː_gʊruː_sɪŋ_sɑːbə_gɜːdwɑːrə, ɑːr, 12
ʃriː_gʊruː_sɪŋ_sɑːbə_gɜːdwɑːrə, rə, 13
ʃriː_gʊruː_sɪŋ_sɑːbə_gɜːdwɑːrəz, riː, 1
ʃriː_gʊruː_sɪŋ_sɑːbə_gɜːdwɑːrəz, gʊ, 2
ʃriː_gʊruː_sɪŋ_sɑːbə_gɜːdwɑːrəz, ʊr, 3
ʃriː_gʊruː_sɪŋ_sɑːbə_gɜːdwɑːrəz, ruː, 4
ʃriː_gʊruː_sɪŋ_sɑːbə_gɜːdwɑːrəz, sɪ, 5
ʃriː_gʊruː_sɪŋ_sɑːbə_gɜːdwɑːrəz, ɪŋ, 6
ʃriː_gʊruː_sɪŋ_sɑːbə_gɜːdwɑːrəz, sɑː, 7
ʃriː_gʊruː_sɪŋ_sɑːbə_gɜːdwɑːrəz, bə, 8
ʃriː_gʊruː_sɪŋ_sɑːbə_gɜːdwɑːrəz, gɜː, 9
ʃriː_gʊruː_sɪŋ_sɑːbə_gɜːdwɑːrəz, ɜːd, 10
ʃriː_gʊruː_sɪŋ_sɑːbə_gɜːdwɑːrəz, wɑː, 11
ʃriː_gʊruː_sɪŋ_sɑːbə_gɜːdwɑːrəz, ɑːr, 12
ʃriː_gʊruː_sɪŋ_sɑːbə_gɜːdwɑːrəz, rə, 13
ʃriː_gʊruː_sɪŋ_sɑːbə_gɜːdwɑːrəz, əz, 14
ʃuːmeɪkər, ʃuː, 1
ʃuːmeɪkər, uːm, 2
ʃuːmeɪkər, meɪ, 3
ʃuːmeɪkər, eɪk, 4
ʃuːmeɪkər, kə, 5
ʃuːmeɪkər, ər, 6
ʃæklz, ʃæ, 1
ʃæklz, æk, 2
ʃæks, ʃæ, 1
ʃæks, æk, 2
ʃɒkər, ʃɒ, 1
ʃɒkər, ɒk, 2
ʃɒkər, kə, 3
ʃɒkər, ər, 4
ʃɒphaʊs, ʃɒ, 1
ʃɒphaʊs, ɒp, 2
ʃɒphaʊs, haʊ, 3
ʃɒphaʊs, aʊs, 4
ʃɒphaʊsiz, ʃɒ, 1
ʃɒphaʊsiz, ɒp, 2
ʃɒphaʊsiz, haʊ, 3
ʃɒphaʊsiz, aʊs, 4
ʃɒphaʊsiz, si, 5
ʃɒphaʊsiz, iz, 6
ʃəlɒts, ʃə, 1
ʃəlɒts, əl, 2
ʃəlɒts, lɒ, 3
ʃəlɒts, ɒt, 4
ʃəʊkeɪst, ʃəʊ, 1
ʃəʊkeɪst, əʊk, 2
ʃəʊkeɪst, keɪ, 3
ʃəʊkeɪst, eɪs, 4
ʃɪmiɪŋ, ʃɪ, 1
ʃɪmiɪŋ, ɪm, 2
ʃɪmiɪŋ, mi, 3
ʃɪmiɪŋ, ɪŋ, 4
ʃɪps, ʃɪ, 1
ʃɪps, ɪp, 2
ʃʊgər, ʃʊ, 1
ʃʊgər, ʊg, 2
ʃʊgər, gə, 3
ʃʊgər, ər, 4
ʃʌtdaʊnz, ʃʌ, 1
ʃʌtdaʊnz, ʌt, 2
ʃʌtdaʊnz, daʊ, 3
ʃʌtdaʊnz, aʊn, 4
ʃʌtərz, ʃʌ, 1
ʃʌtərz, ʌt, 2
ʃʌtərz, tə, 3
ʃʌtərz, ər, 4
ʌmbrelə, ʌm, 1
ʌmbrelə, re, 2
ʌmbrelə, el, 3
ʌmbrelə, lə, 4
ʌnbiːtn, ʌn, 1
ʌnbiːtn, biː, 2
ʌnbiːtn, iːt, 3
ʌndədɒg, ʌn, 1
ʌndədɒg, də, 2
ʌndədɒg, əd, 3
ʌndədɒg, dɒ, 4
ʌndədɒg, ɒg, 5
ʌndəpəliːst, ʌn, 1
ʌndəpəliːst, də, 2
ʌndəpəliːst, əp, 3
ʌndəpəliːst, pə, 4
ʌndəpəliːst, əl, 5
ʌndəpəliːst, liː, 6
ʌndəpəliːst, iːs, 7
ʌndərɑːmz, ʌn, 1
ʌndərɑːmz, də, 2
ʌndərɑːmz, ər, 3
ʌndərɑːmz, rɑː, 4
ʌndərɑːmz, ɑːm, 5
ʌndəskɔːd, ʌn, 1
ʌndəskɔːd, də, 2
ʌndəskɔːd, əs, 3
ʌndəskɔːd, kɔː, 4
ʌndəskɔːd, ɔːd, 5
ʌndɪfiːtɪd, ʌn, 1
ʌndɪfiːtɪd, dɪ, 2
ʌndɪfiːtɪd, ɪf, 3
ʌndɪfiːtɪd, fiː, 4
ʌndɪfiːtɪd, iːt, 5
ʌndɪfiːtɪd, tɪ, 6
ʌndɪfiːtɪd, ɪd, 7
ʌnfeɪzd, ʌn, 1
ʌnfeɪzd, feɪ, 2
ʌnfeɪzd, eɪz, 3
ʌnfɜːld, ʌn, 1
ʌnfɜːld, fɜː, 2
ʌnfɜːld, ɜːl, 3
ʌnhɑːmd, ʌn, 1
ʌnhɑːmd, hɑː, 2
ʌnhɑːmd, ɑːm, 3
ʌniːkwəl, ʌn, 1
ʌniːkwəl, niː, 2
ʌniːkwəl, iːk, 3
ʌniːkwəl, wə, 4
ʌniːkwəl, əl, 5
ʌnjuːzəbl, ʌn, 1
ʌnjuːzəbl, juː, 2
ʌnjuːzəbl, uːz, 3
ʌnjuːzəbl, zə, 4
ʌnjuːzəbl, əb, 5
ʌnklɪər, ʌn, 1
ʌnklɪər, lɪə, 2
ʌnklɪər, ɪər, 3
ʌnlaɪsnst, ʌn, 1
ʌnlaɪsnst, laɪ, 2
ʌnlaɪsnst, aɪs, 3
ʌnlɔːfl, ʌn, 1
ʌnlɔːfl, lɔː, 2
ʌnlɔːfl, ɔːf, 3
ʌnmætʃt, ʌn, 1
ʌnmætʃt, mæ, 2
ʌnmætʃt, ætʃ, 3
ʌnraɪvld, ʌn, 1
ʌnraɪvld, raɪ, 2
ʌnraɪvld, aɪv, 3
ʌnredʒɪstəd, ʌn, 1
ʌnredʒɪstəd, re, 2
ʌnredʒɪstəd, edʒ, 3
ʌnredʒɪstəd, dʒɪ, 4
ʌnredʒɪstəd, ɪs, 5
ʌnredʒɪstəd, tə, 6
ʌnredʒɪstəd, əd, 7
ʌnsed, ʌn, 1
ʌnsed, se, 2
ʌnsed, ed, 3
ʌnwel, ʌn, 1
ʌnwel, we, 2
ʌnwel, el, 3
ʌnədrest, ʌn, 1
ʌnədrest, nə, 2
ʌnədrest, əd, 3
ʌnədrest, re, 4
ʌnədrest, es, 5
ʌnəfɪʃəli, ʌn, 1
ʌnəfɪʃəli, nə, 2
ʌnəfɪʃəli, əf, 3
ʌnəfɪʃəli, fɪ, 4
ʌnəfɪʃəli, ɪʃ, 5
ʌnəfɪʃəli, ʃə, 6
ʌnəfɪʃəli, əl, 7
ʌnəfɪʃəli, li, 8
ʌnəkseptəbl, ʌn, 1
ʌnəkseptəbl, nə, 2
ʌnəkseptəbl, ək, 3
ʌnəkseptəbl, se, 4
ʌnəkseptəbl, ep, 5
ʌnəkseptəbl, tə, 6
ʌnəkseptəbl, əb, 7
ʌnɪkspektɪdli, ʌn, 1
ʌnɪkspektɪdli, nɪ, 2
ʌnɪkspektɪdli, ɪk, 3
ʌnɪkspektɪdli, pe, 4
ʌnɪkspektɪdli, ek, 5
ʌnɪkspektɪdli, tɪ, 6
ʌnɪkspektɪdli, ɪd, 7
ʌnɪkspektɪdli, li, 8
ʌpendɪd, ʌp, 1
ʌpendɪd, pe, 2
ʌpendɪd, en, 3
ʌpendɪd, dɪ, 4
ʌpendɪd, ɪd, 5
ʌpləʊdɪd, ʌp, 1
ʌpləʊdɪd, ləʊ, 2
ʌpləʊdɪd, əʊd, 3
ʌpləʊdɪd, dɪ, 4
ʌpləʊdɪd, ɪd, 5
ʌpmɑːkɪt, ʌp, 1
ʌpmɑːkɪt, mɑː, 2
ʌpmɑːkɪt, ɑːk, 3
ʌpmɑːkɪt, kɪ, 4
ʌpmɑːkɪt, ɪt, 5
ʌptɪk, ʌp, 1
ʌptɪk, tɪ, 2
ʌptɪk, ɪk, 3
ʒɒ̃rəz, ʒɒ, 1
ʒɒ̃rəz, rə, 2
ʒɒ̃rəz, əz, 3
θerəpiz, θe, 1
θerəpiz, er, 2
θerəpiz, rə, 3
θerəpiz, əp, 4
θerəpiz, pi, 5
θerəpiz, iz, 6
θriː_kwɔːtərz, riː, 1
θriː_kwɔːtərz, wɔː, 2
θriː_kwɔːtərz, ɔːt, 3
θriː_kwɔːtərz, tə, 4
θriː_kwɔːtərz, ər, 5
θrəʊbæk, rəʊ, 1
θrəʊbæk, əʊb, 2
θrəʊbæk, bæ, 3
θrəʊbæk, æk, 4
